user_id,suspicion_score,predicted_label,true_label
122,0.231616,genuine,genuine
123,0.243082,genuine,genuine
124,0.274322,genuine,genuine
125,0.227866,genuine,genuine
126,0.243028,genuine,genuine
127,0.303915,genuine,genuine
128,0.213546,genuine,genuine
129,0.256913,genuine,genuine
130,0.214093,genuine,genuine
131,0.286525,genuine,genuine
132,0.24051,genuine,genuine
133,0.27786,genuine,genuine
134,0.258758,genuine,genuine
135,0.214185,genuine,genuine
136,0.283307,genuine,genuine
137,0.289817,genuine,genuine
138,0.271014,genuine,genuine
139,0.294292,genuine,genuine
140,0.232774,genuine,genuine
141,0.230753,genuine,genuine
142,0.273484,genuine,genuine
143,0.253004,genuine,genuine
144,0.200718,genuine,genuine
145,0.210372,genuine,genuine
146,0.286934,genuine,genuine
147,0.258005,genuine,genuine
148,0.258867,genuine,genuine
149,0.224065,genuine,genuine
150,0.246921,genuine,genuine
151,0.22718,genuine,genuine
152,0.248675,genuine,genuine
153,0.241782,genuine,genuine
154,0.235083,genuine,genuine
155,0.237281,genuine,genuine
156,0.214278,genuine,genuine
157,0.2657,genuine,genuine
158,0.216306,genuine,genuine
159,0.408304,genuine,genuine
160,0.235602,genuine,genuine
161,0.183247,genuine,genuine
162,0.217945,genuine,genuine
163,0.269177,genuine,genuine
164,0.230962,genuine,genuine
165,0.278512,genuine,genuine
166,0.294858,genuine,genuine
167,0.250902,genuine,genuine
168,0.224599,genuine,genuine
169,0.259757,genuine,genuine
170,0.300213,genuine,genuine
171,0.254341,genuine,genuine
172,0.240676,genuine,genuine
173,0.269179,genuine,genuine
174,0.248539,genuine,genuine
175,0.270545,genuine,genuine
176,0.232825,genuine,genuine
177,0.222521,genuine,genuine
178,0.204794,genuine,genuine
179,0.262324,genuine,genuine
180,0.27105,genuine,genuine
181,0.235376,genuine,genuine
182,0.303611,genuine,genuine
183,0.201902,genuine,genuine
184,0.203598,genuine,genuine
185,0.250101,genuine,genuine
186,0.206935,genuine,genuine
187,0.240608,genuine,genuine
188,0.40511,genuine,genuine
189,0.233943,genuine,genuine
190,0.219131,genuine,genuine
191,0.273255,genuine,genuine
192,0.228105,genuine,genuine
193,0.203823,genuine,genuine
194,0.199148,genuine,genuine
195,0.21002,genuine,genuine
196,0.213833,genuine,genuine
197,0.208103,genuine,genuine
198,0.199469,genuine,genuine
199,0.274114,genuine,genuine
200,0.217528,genuine,genuine
201,0.183905,genuine,genuine
202,0.214374,genuine,genuine
203,0.232291,genuine,genuine
204,0.272314,genuine,genuine
205,0.252322,genuine,genuine
206,0.25393,genuine,genuine
207,0.187539,genuine,genuine
208,0.245315,genuine,genuine
209,0.248167,genuine,genuine
210,0.238023,genuine,genuine
211,0.236775,genuine,genuine
212,0.290427,genuine,genuine
213,0.241743,genuine,genuine
214,0.217378,genuine,genuine
215,0.212651,genuine,genuine
216,0.214602,genuine,genuine
217,0.226168,genuine,genuine
218,0.229526,genuine,genuine
219,0.315087,genuine,genuine
220,0.289411,genuine,genuine
221,0.199467,genuine,genuine
222,0.204885,genuine,genuine
223,0.205697,genuine,genuine
224,0.206403,genuine,genuine
225,0.328623,genuine,genuine
226,0.237796,genuine,genuine
227,0.222934,genuine,genuine
228,0.281311,genuine,genuine
229,0.264386,genuine,genuine
230,0.222946,genuine,genuine
231,0.276729,genuine,genuine
232,0.230944,genuine,genuine
233,0.25736,genuine,genuine
234,0.180447,genuine,genuine
235,0.227853,genuine,genuine
236,0.208349,genuine,genuine
237,0.274386,genuine,genuine
238,0.247879,genuine,genuine
239,0.268279,genuine,genuine
240,0.306,genuine,genuine
241,0.257721,genuine,genuine
242,0.258222,genuine,genuine
243,0.215848,genuine,genuine
244,0.20203,genuine,genuine
245,0.257737,genuine,genuine
246,0.215852,genuine,genuine
247,0.299966,genuine,genuine
248,0.228198,genuine,genuine
249,0.23472,genuine,genuine
250,0.221149,genuine,genuine
251,0.225943,genuine,genuine
252,0.30712,genuine,genuine
253,0.228548,genuine,genuine
254,0.209014,genuine,genuine
255,0.223028,genuine,genuine
256,0.212037,genuine,genuine
257,0.251484,genuine,genuine
258,0.28989,genuine,genuine
259,0.241448,genuine,genuine
260,0.26074,genuine,genuine
261,0.295057,genuine,genuine
262,0.177605,genuine,genuine
263,0.243271,genuine,genuine
264,0.240996,genuine,genuine
265,0.252384,genuine,genuine
266,0.273252,genuine,genuine
267,0.221652,genuine,genuine
268,0.19542,genuine,genuine
269,0.218949,genuine,genuine
270,0.252812,genuine,genuine
271,0.211522,genuine,genuine
272,0.291821,genuine,genuine
273,0.271177,genuine,genuine
274,0.255413,genuine,genuine
275,0.175833,genuine,genuine
276,0.20362,genuine,genuine
277,0.215025,genuine,genuine
278,0.318889,genuine,genuine
279,0.195032,genuine,genuine
280,0.206212,genuine,genuine
281,0.288246,genuine,genuine
282,0.274957,genuine,genuine
283,0.250355,genuine,genuine
284,0.23705,genuine,genuine
285,0.252971,genuine,genuine
286,0.209622,genuine,genuine
287,0.241067,genuine,genuine
288,0.24397,genuine,genuine
289,0.266521,genuine,genuine
290,0.19202,genuine,genuine
291,0.211081,genuine,genuine
292,0.245004,genuine,genuine
293,0.190471,genuine,genuine
294,0.21626,genuine,genuine
295,0.229835,genuine,genuine
296,0.259281,genuine,genuine
297,0.203019,genuine,genuine
298,0.225478,genuine,genuine
299,0.203148,genuine,genuine
300,0.248924,genuine,genuine
301,0.196816,genuine,genuine
302,0.26217,genuine,genuine
303,0.210831,genuine,genuine
304,0.28466,genuine,genuine
305,0.199738,genuine,genuine
306,0.227095,genuine,genuine
307,0.226539,genuine,genuine
308,0.195817,genuine,genuine
309,0.228292,genuine,genuine
310,0.296512,genuine,genuine
311,0.205721,genuine,genuine
312,0.255204,genuine,genuine
313,0.213073,genuine,genuine
314,0.213485,genuine,genuine
315,0.238044,genuine,genuine
316,0.244285,genuine,genuine
317,0.26426,genuine,genuine
318,0.208217,genuine,genuine
319,0.281256,genuine,genuine
320,0.202861,genuine,genuine
321,0.21094,genuine,genuine
322,0.274073,genuine,genuine
323,0.201897,genuine,genuine
324,0.254088,genuine,genuine
325,0.206269,genuine,genuine
326,0.201038,genuine,genuine
327,0.187475,genuine,genuine
328,0.201376,genuine,genuine
329,0.217884,genuine,genuine
330,0.255484,genuine,genuine
331,0.215673,genuine,genuine
332,0.228163,genuine,genuine
333,0.281535,genuine,genuine
334,0.193767,genuine,genuine
335,0.268284,genuine,genuine
336,0.219813,genuine,genuine
337,0.258712,genuine,genuine
338,0.244539,genuine,genuine
339,0.233132,genuine,genuine
340,0.270032,genuine,genuine
341,0.254405,genuine,genuine
342,0.222709,genuine,genuine
343,0.229638,genuine,genuine
344,0.219746,genuine,genuine
345,0.212057,genuine,genuine
346,0.205529,genuine,genuine
347,0.216591,genuine,genuine
348,0.212561,genuine,genuine
349,0.22415,genuine,genuine
350,0.291835,genuine,genuine
351,0.273556,genuine,genuine
352,0.2589,genuine,genuine
353,0.284981,genuine,genuine
354,0.200202,genuine,genuine
355,0.257765,genuine,genuine
356,0.308597,genuine,genuine
357,0.223975,genuine,genuine
358,0.240678,genuine,genuine
359,0.299978,genuine,genuine
360,0.241828,genuine,genuine
361,0.219807,genuine,genuine
362,0.314632,genuine,genuine
363,0.197794,genuine,genuine
364,0.261412,genuine,genuine
365,0.239581,genuine,genuine
366,0.318318,genuine,genuine
367,0.248841,genuine,genuine
368,0.250644,genuine,genuine
369,0.277018,genuine,genuine
370,0.233003,genuine,genuine
371,0.262268,genuine,genuine
372,0.222905,genuine,genuine
373,0.214976,genuine,genuine
374,0.209766,genuine,genuine
375,0.291566,genuine,genuine
376,0.256468,genuine,genuine
377,0.306966,genuine,genuine
378,0.190604,genuine,genuine
379,0.234347,genuine,genuine
380,0.193205,genuine,genuine
381,0.229232,genuine,genuine
382,0.212965,genuine,genuine
383,0.267577,genuine,genuine
384,0.291962,genuine,genuine
385,0.198831,genuine,genuine
386,0.27494,genuine,genuine
387,0.210951,genuine,genuine
388,0.243612,genuine,genuine
389,0.223709,genuine,genuine
390,0.300744,genuine,genuine
391,0.211012,genuine,genuine
392,0.2457,genuine,genuine
393,0.181609,genuine,genuine
394,0.222628,genuine,genuine
395,0.246363,genuine,genuine
396,0.215935,genuine,genuine
397,0.256054,genuine,genuine
398,0.213917,genuine,genuine
399,0.176743,genuine,genuine
400,0.263813,genuine,genuine
401,0.196401,genuine,genuine
402,0.227592,genuine,genuine
403,0.251166,genuine,genuine
404,0.226677,genuine,genuine
405,0.240273,genuine,genuine
406,0.204731,genuine,genuine
407,0.196556,genuine,genuine
408,0.258911,genuine,genuine
409,0.209885,genuine,genuine
410,0.262783,genuine,genuine
411,0.229411,genuine,genuine
412,0.234207,genuine,genuine
413,0.242607,genuine,genuine
414,0.311364,genuine,genuine
415,0.328386,genuine,genuine
416,0.21565,genuine,genuine
417,0.187859,genuine,genuine
418,0.261714,genuine,genuine
419,0.312565,genuine,genuine
420,0.28284,genuine,genuine
421,0.25461,genuine,genuine
422,0.210833,genuine,genuine
423,0.209972,genuine,genuine
424,0.23491,genuine,genuine
425,0.18941,genuine,genuine
426,0.2162,genuine,genuine
427,0.294205,genuine,genuine
428,0.229408,genuine,genuine
429,0.195649,genuine,genuine
430,0.221458,genuine,genuine
431,0.24972,genuine,genuine
432,0.230679,genuine,genuine
433,0.271229,genuine,genuine
434,0.267851,genuine,genuine
435,0.194672,genuine,genuine
436,0.211989,genuine,genuine
437,0.211161,genuine,genuine
438,0.278565,genuine,genuine
439,0.283638,genuine,genuine
440,0.273494,genuine,genuine
441,0.227667,genuine,genuine
442,0.199089,genuine,genuine
443,0.306889,genuine,genuine
444,0.287253,genuine,genuine
445,0.210031,genuine,genuine
446,0.215861,genuine,genuine
447,0.21391,genuine,genuine
448,0.264944,genuine,genuine
449,0.219962,genuine,genuine
450,0.205787,genuine,genuine
451,0.223375,genuine,genuine
452,0.205197,genuine,genuine
453,0.210178,genuine,genuine
454,0.167764,genuine,genuine
455,0.200271,genuine,genuine
456,0.190562,genuine,genuine
457,0.222907,genuine,genuine
458,0.208603,genuine,genuine
459,0.191691,genuine,genuine
460,0.193513,genuine,genuine
461,0.25277,genuine,genuine
462,0.295933,genuine,genuine
463,0.2043,genuine,genuine
464,0.239773,genuine,genuine
465,0.200653,genuine,genuine
466,0.204783,genuine,genuine
467,0.218176,genuine,genuine
468,0.227028,genuine,genuine
469,0.291041,genuine,genuine
470,0.204359,genuine,genuine
471,0.262514,genuine,genuine
472,0.222926,genuine,genuine
473,0.23532,genuine,genuine
474,0.23015,genuine,genuine
475,0.292994,genuine,genuine
476,0.200481,genuine,genuine
477,0.247653,genuine,genuine
478,0.212831,genuine,genuine
479,0.210702,genuine,genuine
480,0.225109,genuine,genuine
481,0.232635,genuine,genuine
482,0.25237,genuine,genuine
483,0.197312,genuine,genuine
484,0.229255,genuine,genuine
485,0.246623,genuine,genuine
486,0.198609,genuine,genuine
487,0.21057,genuine,genuine
488,0.18928,genuine,genuine
489,0.216657,genuine,genuine
490,0.214392,genuine,genuine
491,0.274901,genuine,genuine
492,0.214243,genuine,genuine
493,0.227971,genuine,genuine
494,0.255112,genuine,genuine
495,0.224984,genuine,genuine
496,0.208515,genuine,genuine
497,0.192256,genuine,genuine
498,0.196363,genuine,genuine
499,0.224133,genuine,genuine
500,0.195823,genuine,genuine
501,0.197544,genuine,genuine
502,0.224068,genuine,genuine
503,0.256712,genuine,genuine
504,0.190988,genuine,genuine
505,0.210604,genuine,genuine
506,0.207064,genuine,genuine
507,0.287344,genuine,genuine
508,0.225249,genuine,genuine
509,0.248576,genuine,genuine
510,0.264134,genuine,genuine
511,0.287251,genuine,genuine
512,0.323115,genuine,genuine
513,0.294642,genuine,genuine
514,0.220936,genuine,genuine
515,0.223177,genuine,genuine
516,0.262254,genuine,genuine
517,0.2459,genuine,genuine
518,0.220864,genuine,genuine
519,0.28921,genuine,genuine
520,0.261439,genuine,genuine
521,0.192299,genuine,genuine
522,0.304767,genuine,genuine
523,0.245665,genuine,genuine
524,0.194766,genuine,genuine
525,0.218447,genuine,genuine
526,0.229477,genuine,genuine
527,0.218745,genuine,genuine
528,0.22775,genuine,genuine
529,0.199698,genuine,genuine
530,0.241739,genuine,genuine
531,0.305356,genuine,genuine
532,0.233248,genuine,genuine
533,0.201239,genuine,genuine
534,0.208615,genuine,genuine
535,0.217867,genuine,genuine
536,0.229679,genuine,genuine
537,0.178794,genuine,genuine
538,0.221995,genuine,genuine
539,0.251036,genuine,genuine
540,0.205697,genuine,genuine
541,0.218718,genuine,genuine
542,0.200227,genuine,genuine
543,0.199685,genuine,genuine
544,0.256785,genuine,genuine
545,0.195248,genuine,genuine
546,0.227219,genuine,genuine
547,0.280702,genuine,genuine
548,0.222993,genuine,genuine
549,0.284034,genuine,genuine
550,0.24773,genuine,genuine
551,0.23027,genuine,genuine
552,0.192389,genuine,genuine
553,0.234206,genuine,genuine
554,0.206707,genuine,genuine
555,0.240669,genuine,genuine
556,0.289177,genuine,genuine
557,0.226238,genuine,genuine
558,0.283822,genuine,genuine
559,0.214287,genuine,genuine
560,0.207157,genuine,genuine
561,0.190254,genuine,genuine
562,0.223459,genuine,genuine
563,0.27152,genuine,genuine
564,0.223692,genuine,genuine
565,0.293835,genuine,genuine
566,0.213414,genuine,genuine
567,0.222908,genuine,genuine
568,0.201341,genuine,genuine
569,0.210424,genuine,genuine
570,0.257129,genuine,genuine
571,0.210869,genuine,genuine
572,0.242352,genuine,genuine
573,0.203272,genuine,genuine
574,0.249932,genuine,genuine
575,0.284407,genuine,genuine
576,0.237068,genuine,genuine
577,0.210688,genuine,genuine
578,0.261015,genuine,genuine
579,0.209825,genuine,genuine
580,0.233323,genuine,genuine
581,0.305849,genuine,genuine
582,0.214951,genuine,genuine
583,0.301847,genuine,genuine
584,0.283773,genuine,genuine
585,0.202445,genuine,genuine
586,0.18536,genuine,genuine
587,0.203126,genuine,genuine
588,0.217029,genuine,genuine
589,0.231148,genuine,genuine
590,0.224334,genuine,genuine
591,0.202329,genuine,genuine
592,0.239626,genuine,genuine
593,0.209119,genuine,genuine
594,0.276376,genuine,genuine
595,0.207938,genuine,genuine
596,0.231384,genuine,genuine
597,0.266538,genuine,genuine
598,0.261446,genuine,genuine
599,0.237509,genuine,genuine
600,0.221478,genuine,genuine
601,0.20016,genuine,genuine
602,0.255039,genuine,genuine
603,0.250213,genuine,genuine
604,0.282497,genuine,genuine
605,0.227342,genuine,genuine
606,0.214869,genuine,genuine
607,0.245048,genuine,genuine
608,0.221167,genuine,genuine
609,0.338219,genuine,genuine
610,0.211135,genuine,genuine
611,0.273154,genuine,genuine
612,0.250636,genuine,genuine
613,0.325931,genuine,genuine
614,0.209044,genuine,genuine
615,0.229318,genuine,genuine
616,0.242616,genuine,genuine
617,0.218769,genuine,genuine
618,0.191195,genuine,genuine
619,0.226373,genuine,genuine
620,0.216848,genuine,genuine
621,0.203684,genuine,genuine
622,0.21052,genuine,genuine
623,0.238536,genuine,genuine
624,0.198183,genuine,genuine
625,0.203871,genuine,genuine
626,0.281928,genuine,genuine
627,0.196026,genuine,genuine
628,0.307051,genuine,genuine
629,0.245643,genuine,genuine
630,0.193121,genuine,genuine
631,0.260008,genuine,genuine
632,0.218845,genuine,genuine
633,0.202992,genuine,genuine
634,0.203278,genuine,genuine
635,0.241621,genuine,genuine
636,0.260623,genuine,genuine
637,0.387714,genuine,genuine
638,0.224989,genuine,genuine
639,0.184996,genuine,genuine
640,0.237685,genuine,genuine
641,0.27597,genuine,genuine
642,0.201495,genuine,genuine
643,0.206965,genuine,genuine
644,0.199715,genuine,genuine
645,0.241803,genuine,genuine
646,0.218491,genuine,genuine
647,0.219596,genuine,genuine
648,0.21609,genuine,genuine
649,0.280489,genuine,genuine
650,0.192469,genuine,genuine
651,0.269552,genuine,genuine
652,0.263474,genuine,genuine
653,0.200569,genuine,genuine
654,0.220741,genuine,genuine
655,0.173101,genuine,genuine
656,0.27361,genuine,genuine
657,0.247903,genuine,genuine
658,0.225967,genuine,genuine
659,0.206877,genuine,genuine
660,0.183283,genuine,genuine
661,0.237788,genuine,genuine
662,0.297828,genuine,genuine
663,0.198401,genuine,genuine
664,0.223773,genuine,genuine
665,0.188737,genuine,genuine
666,0.196329,genuine,genuine
667,0.272176,genuine,genuine
668,0.22875,genuine,genuine
669,0.390104,genuine,genuine
670,0.256075,genuine,genuine
671,0.22073,genuine,genuine
672,0.250889,genuine,genuine
673,0.254146,genuine,genuine
674,0.22252,genuine,genuine
675,0.280528,genuine,genuine
676,0.252168,genuine,genuine
677,0.239247,genuine,genuine
678,0.256168,genuine,genuine
679,0.214951,genuine,genuine
680,0.255563,genuine,genuine
681,0.278413,genuine,genuine
682,0.190776,genuine,genuine
683,0.199145,genuine,genuine
684,0.204917,genuine,genuine
685,0.167864,genuine,genuine
686,0.287225,genuine,genuine
687,0.186007,genuine,genuine
688,0.340266,genuine,genuine
689,0.267782,genuine,genuine
690,0.204208,genuine,genuine
691,0.298233,genuine,genuine
692,0.232508,genuine,genuine
693,0.187769,genuine,genuine
694,0.235416,genuine,genuine
695,0.2279,genuine,genuine
696,0.322399,genuine,genuine
697,0.227414,genuine,genuine
698,0.185891,genuine,genuine
699,0.18664,genuine,genuine
700,0.277889,genuine,genuine
701,0.290304,genuine,genuine
702,0.281806,genuine,genuine
703,0.246002,genuine,genuine
704,0.221668,genuine,genuine
705,0.212906,genuine,genuine
706,0.247955,genuine,genuine
707,0.206806,genuine,genuine
708,0.217345,genuine,genuine
709,0.214785,genuine,genuine
710,0.205728,genuine,genuine
711,0.223086,genuine,genuine
712,0.203775,genuine,genuine
713,0.238198,genuine,genuine
714,0.240071,genuine,genuine
715,0.206184,genuine,genuine
716,0.220644,genuine,genuine
717,0.22183,genuine,genuine
718,0.22821,genuine,genuine
719,0.218105,genuine,genuine
720,0.261541,genuine,genuine
721,0.213668,genuine,genuine
722,0.224505,genuine,genuine
723,0.255798,genuine,genuine
724,0.226586,genuine,genuine
725,0.255632,genuine,genuine
726,0.285483,genuine,genuine
727,0.187711,genuine,genuine
728,0.265393,genuine,genuine
729,0.279436,genuine,genuine
730,0.231214,genuine,genuine
731,0.22857,genuine,genuine
732,0.308218,genuine,genuine
733,0.202865,genuine,genuine
734,0.220227,genuine,genuine
735,0.211838,genuine,genuine
736,0.296728,genuine,genuine
737,0.253626,genuine,genuine
738,0.213087,genuine,genuine
739,0.279205,genuine,genuine
740,0.23227,genuine,genuine
741,0.20757,genuine,genuine
742,0.256663,genuine,genuine
743,0.261163,genuine,genuine
744,0.297152,genuine,genuine
745,0.221702,genuine,genuine
746,0.215113,genuine,genuine
747,0.239343,genuine,genuine
748,0.216854,genuine,genuine
749,0.201715,genuine,genuine
750,0.207321,genuine,genuine
751,0.200718,genuine,genuine
752,0.220247,genuine,genuine
753,0.235607,genuine,genuine
754,0.242488,genuine,genuine
755,0.245764,genuine,genuine
756,0.380473,genuine,genuine
757,0.194865,genuine,genuine
758,0.214378,genuine,genuine
759,0.27901,genuine,genuine
760,0.217747,genuine,genuine
761,0.243693,genuine,genuine
762,0.306157,genuine,genuine
763,0.216976,genuine,genuine
764,0.212054,genuine,genuine
765,0.317528,genuine,genuine
766,0.192089,genuine,genuine
767,0.304206,genuine,genuine
768,0.224248,genuine,genuine
769,0.257287,genuine,genuine
770,0.245192,genuine,genuine
771,0.233173,genuine,genuine
772,0.2654,genuine,genuine
773,0.211047,genuine,genuine
774,0.200932,genuine,genuine
775,0.256379,genuine,genuine
776,0.216617,genuine,genuine
777,0.288415,genuine,genuine
778,0.206903,genuine,genuine
779,0.260169,genuine,genuine
780,0.245729,genuine,genuine
781,0.24564,genuine,genuine
782,0.186359,genuine,genuine
783,0.251947,genuine,genuine
784,0.231583,genuine,genuine
785,0.281704,genuine,genuine
786,0.212787,genuine,genuine
787,0.228644,genuine,genuine
788,0.198288,genuine,genuine
789,0.259314,genuine,genuine
790,0.187249,genuine,genuine
791,0.281572,genuine,genuine
792,0.229713,genuine,genuine
793,0.216372,genuine,genuine
794,0.288748,genuine,genuine
795,0.196683,genuine,genuine
796,0.20179,genuine,genuine
797,0.278612,genuine,genuine
798,0.19294,genuine,genuine
799,0.305075,genuine,genuine
800,0.285377,genuine,genuine
801,0.313783,genuine,genuine
802,0.207463,genuine,genuine
803,0.262136,genuine,genuine
804,0.190762,genuine,genuine
805,0.209952,genuine,genuine
806,0.209603,genuine,genuine
807,0.208924,genuine,genuine
808,0.321998,genuine,genuine
809,0.30599,genuine,genuine
810,0.290192,genuine,genuine
811,0.299855,genuine,genuine
812,0.277556,genuine,genuine
813,0.257232,genuine,genuine
814,0.230791,genuine,genuine
815,0.228649,genuine,genuine
816,0.247192,genuine,genuine
817,0.220302,genuine,genuine
818,0.268585,genuine,genuine
819,0.295322,genuine,genuine
820,0.242615,genuine,genuine
821,0.265179,genuine,genuine
822,0.255793,genuine,genuine
823,0.227633,genuine,genuine
824,0.221833,genuine,genuine
825,0.207563,genuine,genuine
826,0.218366,genuine,genuine
827,0.239813,genuine,genuine
828,0.202463,genuine,genuine
829,0.20157,genuine,genuine
830,0.245812,genuine,genuine
831,0.238518,genuine,genuine
832,0.260602,genuine,genuine
833,0.200894,genuine,genuine
834,0.248984,genuine,genuine
835,0.246904,genuine,genuine
836,0.280119,genuine,genuine
837,0.239454,genuine,genuine
838,0.237132,genuine,genuine
839,0.221431,genuine,genuine
840,0.237412,genuine,genuine
841,0.259727,genuine,genuine
842,0.276419,genuine,genuine
843,0.167299,genuine,genuine
844,0.207778,genuine,genuine
845,0.235071,genuine,genuine
846,0.213359,genuine,genuine
847,0.198587,genuine,genuine
848,0.266875,genuine,genuine
849,0.349246,genuine,genuine
850,0.30481,genuine,genuine
851,0.210845,genuine,genuine
852,0.211647,genuine,genuine
853,0.237353,genuine,genuine
854,0.191226,genuine,genuine
855,0.251354,genuine,genuine
856,0.235895,genuine,genuine
857,0.260637,genuine,genuine
858,0.232566,genuine,genuine
859,0.256693,genuine,genuine
860,0.204525,genuine,genuine
861,0.243407,genuine,genuine
862,0.248336,genuine,genuine
863,0.22468,genuine,genuine
864,0.21104,genuine,genuine
865,0.244175,genuine,genuine
866,0.197041,genuine,genuine
867,0.265449,genuine,genuine
868,0.210765,genuine,genuine
869,0.216927,genuine,genuine
870,0.195967,genuine,genuine
871,0.201018,genuine,genuine
872,0.207851,genuine,genuine
873,0.269841,genuine,genuine
874,0.252585,genuine,genuine
875,0.248987,genuine,genuine
876,0.32464,genuine,genuine
877,0.214142,genuine,genuine
878,0.204741,genuine,genuine
879,0.257133,genuine,genuine
880,0.197057,genuine,genuine
881,0.217205,genuine,genuine
882,0.236158,genuine,genuine
883,0.223339,genuine,genuine
884,0.262163,genuine,genuine
885,0.209984,genuine,genuine
886,0.202852,genuine,genuine
887,0.228601,genuine,genuine
888,0.311021,genuine,genuine
889,0.202061,genuine,genuine
890,0.23562,genuine,genuine
891,0.256489,genuine,genuine
892,0.225414,genuine,genuine
893,0.224044,genuine,genuine
894,0.193989,genuine,genuine
895,0.263242,genuine,genuine
896,0.195649,genuine,genuine
897,0.224171,genuine,genuine
898,0.258631,genuine,genuine
899,0.201314,genuine,genuine
900,0.187855,genuine,genuine
901,0.227,genuine,genuine
902,0.233431,genuine,genuine
903,0.230775,genuine,genuine
904,0.227176,genuine,genuine
905,0.219298,genuine,genuine
906,0.24128,genuine,genuine
907,0.259376,genuine,genuine
908,0.204452,genuine,genuine
909,0.307083,genuine,genuine
910,0.218211,genuine,genuine
911,0.227979,genuine,genuine
912,0.236775,genuine,genuine
913,0.217792,genuine,genuine
914,0.272936,genuine,genuine
915,0.236545,genuine,genuine
916,0.191364,genuine,genuine
917,0.239182,genuine,genuine
918,0.195963,genuine,genuine
919,0.199433,genuine,genuine
920,0.246227,genuine,genuine
921,0.208557,genuine,genuine
922,0.207935,genuine,genuine
923,0.227743,genuine,genuine
924,0.21688,genuine,genuine
925,0.258755,genuine,genuine
926,0.241941,genuine,genuine
927,0.202672,genuine,genuine
928,0.309029,genuine,genuine
929,0.23642,genuine,genuine
930,0.208455,genuine,genuine
